Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
1993,Truck,Pickup,Real-world highway CO2 emissions (g/mi),440.677
1993,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),422.2
1993,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),478.394
1993,Car,Car SUV,Real-world highway CO2 emissions (g/mi),452.755
1994,All,All,Real-world highway CO2 emissions (g/mi),373.59
1994,Car,All Car,Real-world highway CO2 emissions (g/mi),324.883
1994,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),320.586
1994,Truck,All Truck,Real-world highway CO2 emissions (g/mi),452.801
1994,Truck,Pickup,Real-world highway CO2 emissions (g/mi),446.299
1994,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),432.522
1994,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),488.506
1994,Car,Car SUV,Real-world highway CO2 emissions (g/mi),433.847
1995,All,All,Real-world highway CO2 emissions (g/mi),369.259
1995,Car,All Car,Real-world highway CO2 emissions (g/mi),318.812
1995,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),316.116
1995,Truck,All Truck,Real-world highway CO2 emissions (g/mi),456.997
1995,Truck,Pickup,Real-world highway CO2 emissions (g/mi),459.671
1995,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),423.004
1995,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),488.585
1995,Car,Car SUV,Real-world highway CO2 emissions (g/mi),433.794
1996,All,All,Real-world highway CO2 emissions (g/mi),369.763
1996,Car,All Car,Real-world highway CO2 emissions (g/mi),321.51
1996,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),317.908
1996,Truck,All Truck,Real-world highway CO2 emissions (g/mi),449.201
1996,Truck,Pickup,Real-world highway CO2 emissions (g/mi),451.79
1996,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),475.425
1996,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),415.786
1996,Car,Car SUV,Real-world highway CO2 emissions (g/mi),420.52
1997,All,All,Real-world highway CO2 emissions (g/mi),376.266
1997,Car,All Car,Real-world highway CO2 emissions (g/mi),321.556
1997,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),317.78
1997,Truck,All Truck,Real-world highway CO2 emissions (g/mi),458.818
1997,Truck,Pickup,Real-world highway CO2 emissions (g/mi),458.409
1997,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),482.835
1997,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),419.937
1997,Car,Car SUV,Real-world highway CO2 emissions (g/mi),408.844
1998,All,All,Real-world highway CO2 emissions (g/mi),376.705
1998,Car,All Car,Real-world highway CO2 emissions (g/mi),323.788
1998,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),317.93
1998,Truck,All Truck,Real-world highway CO2 emissions (g/mi),450.639
1998,Truck,Pickup,Real-world highway CO2 emissions (g/mi),453.921
1998,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),479.12
1998,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),404.63
1998,Car,Car SUV,Real-world highway CO2 emissions (g/mi),426.513
1999,All,All,Real-world highway CO2 emissions (g/mi),385.633
1999,Car,All Car,Real-world highway CO2 emissions (g/mi),328.714
1999,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),323.205
1999,Truck,All Truck,Real-world highway CO2 emissions (g/mi),465.096
1999,Truck,Pickup,Real-world highway CO2 emissions (g/mi),477.13
1999,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),484.225
1999,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),413.543
1999,Car,Car SUV,Real-world highway CO2 emissions (g/mi),423.188
2000,All,All,Real-world highway CO2 emissions (g/mi),385.658
2000,Car,All Car,Real-world highway CO2 emissions (g/mi),332.814
2000,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),325.703
2000,Truck,All Truck,Real-world highway CO2 emissions (g/mi),461.041
2000,Truck,Pickup,Real-world highway CO2 emissions (g/mi),470.064
2000,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),487.822
2000,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),407.099
2000,Car,Car SUV,Real-world highway CO2 emissions (g/mi),437.998
2001,All,All,Real-world highway CO2 emissions (g/mi),390.056
2001,Car,All Car,Real-world highway CO2 emissions (g/mi),332.377
2001,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),325.05
2001,Truck,All Truck,Real-world highway CO2 emissions (g/mi),471.761
2001,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),478.323
2001,Truck,Pickup,Real-world highway CO2 emissions (g/mi),489.673
2001,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),420.743
2001,Car,Car SUV,Real-world highway CO2 emissions (g/mi),415.252
2002,All,All,Real-world highway CO2 emissions (g/mi),394.317
2002,Car,All Car,Real-world highway CO2 emissions (g/mi),331.685
2002,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),326.472
2002,Truck,All Truck,Real-world highway CO2 emissions (g/mi),471.643
2002,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),476.418
2002,Truck,Pickup,Real-world highway CO2 emissions (g/mi),498.373
2002,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),406.685
2002,Car,Car SUV,Real-world highway CO2 emissions (g/mi),403.513
2003,All,All,Real-world highway CO2 emissions (g/mi),391.299
2003,Car,All Car,Real-world highway CO2 emissions (g/mi),327.819
2003,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),323.236
2003,Truck,All Truck,Real-world highway CO2 emissions (g/mi),465.41
2003,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),471.833
2003,Truck,Pickup,Real-world highway CO2 emissions (g/mi),488.698
2003,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),400.029
2003,Car,Car SUV,Real-world highway CO2 emissions (g/mi),390.959
2004,All,All,Real-world highway CO2 emissions (g/mi),396.2
2004,Car,All Car,Real-world highway CO2 emissions (g/mi),329.054
2004,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),324.337
2004,Truck,All Truck,Real-world highway CO2 emissions (g/mi),469.071
2004,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),468.905
2004,Truck,Pickup,Real-world highway CO2 emissions (g/mi),498.686
2004,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),391.936
2004,Car,Car SUV,Real-world highway CO2 emissions (g/mi),384.727
2005,All,All,Real-world highway CO2 emissions (g/mi),384.897
2005,Car,All Car,Real-world highway CO2 emissions (g/mi),327.418
2005,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),321.794
2005,Truck,All Truck,Real-world highway CO2 emissions (g/mi),456.936
2005,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),462.892
2005,Truck,Pickup,Real-world highway CO2 emissions (g/mi),491.165
2005,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),390.607
2005,Car,Car SUV,Real-world highway CO2 emissions (g/mi),382.953
2006,All,All,Real-world highway CO2 emissions (g/mi),379.768
2006,Car,All Car,Real-world highway CO2 emissions (g/mi),328.336
2006,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),323.653
2006,Truck,All Truck,Real-world highway CO2 emissions (g/mi),450.484
2006,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),451.925
2006,Truck,Pickup,Real-world highway CO2 emissions (g/mi),483.512
2006,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),384.792
2006,Car,Car SUV,Real-world highway CO2 emissions (g/mi),378.146
2007,All,All,Real-world highway CO2 emissions (g/mi),371.037
2007,Car,All Car,Real-world highway CO2 emissions (g/mi),319.853
2007,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),313.68
2007,Truck,All Truck,Real-world highway CO2 emissions (g/mi),444.46
2007,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),437.246
2007,Truck,Pickup,Real-world highway CO2 emissions (g/mi),479.884
2007,Car,Car SUV,Real-world highway CO2 emissions (g/mi),374.128
2007,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),384.326
2008,All,All,Real-world highway CO2 emissions (g/mi),364.314
2008,Car,All Car,Real-world highway CO2 emissions (g/mi),317.356
2008,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),311.414
2008,Truck,All Truck,Real-world highway CO2 emissions (g/mi),432.749
2008,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),425.046
2008,Truck,Pickup,Real-world highway CO2 emissions (g/mi),469.791
2008,Car,Car SUV,Real-world highway CO2 emissions (g/mi),364.427
2008,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),378.58
2009,All,All,Real-world highway CO2 emissions (g/mi),341.496
2009,Car,All Car,Real-world highway CO2 emissions (g/mi),305.012
2009,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),299.981
2009,Truck,All Truck,Real-world highway CO2 emissions (g/mi),415.672
2009,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),400.72
2009,Truck,Pickup,Real-world highway CO2 emissions (g/mi),456.728
2009,Car,Car SUV,Real-world highway CO2 emissions (g/mi),351.626
2009,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),374.924
2010,All,All,Real-world highway CO2 emissions (g/mi),339.581
2010,Car,All Car,Real-world highway CO2 emissions (g/mi),297.486
2010,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),291.797
2010,Truck,All Truck,Real-world highway CO2 emissions (g/mi),410.495
2010,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),393.414
2010,Truck,Pickup,Real-world highway CO2 emissions (g/mi),457.173
2010,Car,Car SUV,Real-world highway CO2 emissions (g/mi),335.171
2010,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),374.376
2011,All,All,Real-world highway CO2 emissions (g/mi),343.833
2011,Car,All Car,Real-world highway CO2 emissions (g/mi),299.952
2011,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),293.993
2011,Truck,All Truck,Real-world highway CO2 emissions (g/mi),403.992
2011,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),390.601
2011,Truck,Pickup,Real-world highway CO2 emissions (g/mi),446.342
2011,Car,Car SUV,Real-world highway CO2 emissions (g/mi),328.313
2011,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),362.661
2012,All,All,Real-world highway CO2 emissions (g/mi),325.66
2012,Car,All Car,Real-world highway CO2 emissions (g/mi),284.878
2012,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),276.98
2012,Truck,All Truck,Real-world highway CO2 emissions (g/mi),399.375
2012,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),387.035
2012,Truck,Pickup,Real-world highway CO2 emissions (g/mi),446.384
2012,Car,Car SUV,Real-world highway CO2 emissions (g/mi),331.027
2012,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),354.726
2013,All,All,Real-world highway CO2 emissions (g/mi),317.596
2013,Car,All Car,Real-world highway CO2 emissions (g/mi),277.081
2013,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),269.891
2013,Truck,All Truck,Real-world highway CO2 emissions (g/mi),389.899
2013,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),371.99
2013,Truck,Pickup,Real-world highway CO2 emissions (g/mi),439.09
2013,Car,Car SUV,Real-world highway CO2 emissions (g/mi),316.145
2013,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),357.856
2014,All,All,Real-world highway CO2 emissions (g/mi),318.678
2014,Car,All Car,Real-world highway CO2 emissions (g/mi),277.508
2014,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),269.629
2014,Truck,All Truck,Real-world highway CO2 emissions (g/mi),378.769
2014,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),358.675
2014,Truck,Pickup,Real-world highway CO2 emissions (g/mi),425.638
2014,Car,Car SUV,Real-world highway CO2 emissions (g/mi),315.935
2014,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),355.046
2015,All,All,Real-world highway CO2 emissions (g/mi),312.074
2015,Car,All Car,Real-world highway CO2 emissions (g/mi),271.131
2015,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),262.984
2015,Truck,All Truck,Real-world highway CO2 emissions (g/mi),367.144
2015,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),353.28
2015,Truck,Pickup,Real-world highway CO2 emissions (g/mi),410.152
2015,Car,Car SUV,Real-world highway CO2 emissions (g/mi),308.963
2015,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),349.289
2016,All,All,Real-world highway CO2 emissions (g/mi),311.722
2016,Car,All Car,Real-world highway CO2 emissions (g/mi),268.449
2016,Truck,All Truck,Real-world highway CO2 emissions (g/mi),365.241
2016,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),260.781
2016,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),349.935
2016,Truck,Pickup,Real-world highway CO2 emissions (g/mi),408.709
2016,Car,Car SUV,Real-world highway CO2 emissions (g/mi),297.688
2016,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),348.859
2017,All,All,Real-world highway CO2 emissions (g/mi),309.127
2017,Car,All Car,Real-world highway CO2 emissions (g/mi),262.033
2017,Truck,All Truck,Real-world highway CO2 emissions (g/mi),361.434
2017,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),252.451
2017,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),346.517
2017,Truck,Pickup,Real-world highway CO2 emissions (g/mi),408.034
2017,Car,Car SUV,Real-world highway CO2 emissions (g/mi),295.901
2017,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),336.646
2018,All,All,Real-world highway CO2 emissions (g/mi),307.593
2018,Truck,All Truck,Real-world highway CO2 emissions (g/mi),354.875
2018,Car,All Car,Real-world highway CO2 emissions (g/mi),256.316
2018,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),246.892
2018,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),337.217
2018,Truck,Pickup,Real-world highway CO2 emissions (g/mi),405.358
2018,Car,Car SUV,Real-world highway CO2 emissions (g/mi),286.879
2018,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),328.211
2019,All,All,Real-world highway CO2 emissions (g/mi),310.405
2019,Truck,All Truck,Real-world highway CO2 emissions (g/mi),352.563
2019,Car,All Car,Real-world highway CO2 emissions (g/mi),257.674
2019,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),331.101
2019,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),247.296
2019,Truck,Pickup,Real-world highway CO2 emissions (g/mi),406.619
2019,Car,Car SUV,Real-world highway CO2 emissions (g/mi),286.647
2019,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),334.918
2020,All,All,Real-world highway CO2 emissions (g/mi),304.005
2020,Truck,All Truck,Real-world highway CO2 emissions (g/mi),349.236
2020,Car,All Car,Real-world highway CO2 emissions (g/mi),243.625
2020,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),331.141
2020,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),237.753
2020,Truck,Pickup,Real-world highway CO2 emissions (g/mi),406.061
2020,Car,Car SUV,Real-world highway CO2 emissions (g/mi),264.1
2020,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),334.399
1975,All,All,Weight (lbs),4060.399
1975,Car,All Car,Weight (lbs),4057.494
1975,Car,Sedan/Wagon,Weight (lbs),4057.565
1975,Truck,All Truck,Weight (lbs),4072.518
1975,Truck,Pickup,Weight (lbs),4011.977
1975,Truck,Minivan/Van,Weight (lbs),4195.69
1975,Truck,Truck SUV,Weight (lbs),4213.574
1975,Car,Car SUV,Weight (lbs),4000.0
1976,All,All,Weight (lbs),4079.198
1976,Car,All Car,Weight (lbs),4058.859
1976,Car,Sedan/Wagon,Weight (lbs),4058.944
1976,Truck,All Truck,Weight (lbs),4155.327
1976,Truck,Pickup,Weight (lbs),4121.843
1976,Truck,Minivan/Van,Weight (lbs),4199.864
1976,Truck,Truck SUV,Weight (lbs),4328.199
1976,Car,Car SUV,Weight (lbs),3986.237
1977,All,All,Weight (lbs),3981.818
1977,Car,All Car,Weight (lbs),3943.613
1977,Car,Sedan/Wagon,Weight (lbs),3943.519
1977,Truck,All Truck,Weight (lbs),4136.002
1977,Truck,Pickup,Weight (lbs),4091.847
1977,Truck,Minivan/Van,Weight (lbs),4252.284
1977,Truck,Truck SUV,Weight (lbs),4248.173
1977,Car,Car SUV,Weight (lbs),4000.0
1978,All,All,Weight (lbs),3715.238
1978,Car,All Car,Weight (lbs),3588.111
1978,Car,Sedan/Wagon,Weight (lbs),3587.514
1978,Truck,All Truck,Weight (lbs),4152.067
1978,Truck,Pickup,Weight (lbs),4104.366
1978,Truck,Minivan/Van,Weight (lbs),4249.551
1978,Truck,Truck SUV,Weight (lbs),4281.723
1978,Car,Car SUV,Weight (lbs),4000.0
1979,All,All,Weight (lbs),3655.465
1979,Car,All Car,Weight (lbs),3484.556
1979,Car,Sedan/Wagon,Weight (lbs),3484.872
1979,Truck,All Truck,Weight (lbs),4256.863
1979,Truck,Pickup,Weight (lbs),4142.085
1979,Truck,Minivan/Van,Weight (lbs),4540.969
1979,Truck,Truck SUV,Weight (lbs),4560.526
1979,Car,Car SUV,Weight (lbs),3270.859
1980,All,All,Weight (lbs),3227.876
1980,Car,All Car,Weight (lbs),3101.498
1980,Car,Sedan/Wagon,Weight (lbs),3101.464
1980,Truck,All Truck,Weight (lbs),3868.606
1980,Truck,Pickup,Weight (lbs),3739.957
1980,Truck,Minivan/Van,Weight (lbs),4352.742
1980,Truck,Truck SUV,Weight (lbs),4236.831
1980,Car,Car SUV,Weight (lbs),4000.0
1981,All,All,Weight (lbs),3201.759
1981,Car,All Car,Weight (lbs),3075.888
1981,Car,Sedan/Wagon,Weight (lbs),3075.865
1981,Truck,All Truck,Weight (lbs),3805.596
1981,Truck,Pickup,Weight (lbs),3679.45
1981,Truck,Minivan/Van,Weight (lbs),4323.985
1981,Truck,Truck SUV,Weight (lbs),4208.028
1981,Car,Car SUV,Weight (lbs),4000.0
1982,All,All,Weight (lbs),3201.843
1982,Car,All Car,Weight (lbs),3053.387
1982,Car,Sedan/Wagon,Weight (lbs),3054.073
1982,Truck,All Truck,Weight (lbs),3813.483
1982,Truck,Pickup,Weight (lbs),3628.863
1982,Truck,Minivan/Van,Weight (lbs),4342.08
1982,Truck,Truck SUV,Weight (lbs),4494.407
1982,Car,Car SUV,Weight (lbs),2629.999
1983,All,All,Weight (lbs),3257.34
1983,Car,All Car,Weight (lbs),3112.012
1983,Car,Sedan/Wagon,Weight (lbs),3111.96
1983,Truck,All Truck,Weight (lbs),3772.506
1983,Truck,Pickup,Weight (lbs),3543.619
1983,Truck,Minivan/Van,Weight (lbs),4414.28
1983,Truck,Truck SUV,Weight (lbs),4269.657
1983,Car,Car SUV,Weight (lbs),3124.431
1984,All,All,Weight (lbs),3261.576
1984,Car,All Car,Weight (lbs),3100.501
1984,Car,Sedan/Wagon,Weight (lbs),3098.504
1984,Truck,All Truck,Weight (lbs),3787.013
1984,Truck,Pickup,Weight (lbs),3618.901
1984,Truck,Minivan/Van,Weight (lbs),4074.744
1984,Truck,Truck SUV,Weight (lbs),4048.509
1984,Car,Car SUV,Weight (lbs),3486.502
1985,All,All,Weight (lbs),3271.127
1985,Car,All Car,Weight (lbs),3095.975
1985,Car,Sedan/Wagon,Weight (lbs),3092.936
1985,Truck,All Truck,Weight (lbs),3803.231
1985,Truck,Pickup,Weight (lbs),3642.38
1985,Truck,Minivan/Van,Weight (lbs),3975.166
1985,Truck,Truck SUV,Weight (lbs),4092.154
1985,Car,Car SUV,Weight (lbs),3469.242
1986,All,All,Weight (lbs),3237.974
1986,Car,All Car,Weight (lbs),3043.023
1986,Car,Sedan/Wagon,Weight (lbs),3040.673
1986,Truck,All Truck,Weight (lbs),3741.088
1986,Truck,Pickup,Weight (lbs),3574.005
1986,Truck,Minivan/Van,Weight (lbs),3997.909
1986,Truck,Truck SUV,Weight (lbs),3957.881
1986,Car,Car SUV,Weight (lbs),3479.487
1987,All,All,Weight (lbs),3220.507
1987,Car,All Car,Weight (lbs),3034.936
1987,Car,Sedan/Wagon,Weight (lbs),3030.906
1987,Truck,All Truck,Weight (lbs),3717.872
1987,Truck,Pickup,Weight (lbs),3526.44
1987,Truck,Minivan/Van,Weight (lbs),3972.056
1987,Truck,Truck SUV,Weight (lbs),3881.943
1987,Car,Car SUV,Weight (lbs),3491.782
1988,All,All,Weight (lbs),3283.465
1988,Car,All Car,Weight (lbs),3051.051
1988,Car,Sedan/Wagon,Weight (lbs),3046.537
1988,Truck,All Truck,Weight (lbs),3849.867
1988,Truck,Pickup,Weight (lbs),3736.914
1988,Truck,Minivan/Van,Weight (lbs),4052.761
1988,Truck,Truck SUV,Weight (lbs),3905.607
1988,Car,Car SUV,Weight (lbs),3494.767
1989,All,All,Weight (lbs),3351.457
1989,Car,All Car,Weight (lbs),3103.504
1989,Car,Sedan/Wagon,Weight (lbs),3099.266
1989,Truck,All Truck,Weight (lbs),3931.676
1989,Truck,Pickup,Weight (lbs),3803.156
1989,Truck,Minivan/Van,Weight (lbs),4057.266
1989,Truck,Truck SUV,Weight (lbs),4086.103
1989,Car,Car SUV,Weight (lbs),3497.227
1990,All,All,Weight (lbs),3426.038
1990,Car,All Car,Weight (lbs),3178.419
1990,Car,Sedan/Wagon,Weight (lbs),3175.9
1990,Truck,All Truck,Weight (lbs),4013.663
1990,Truck,Pickup,Weight (lbs),3928.038
1990,Truck,Minivan/Van,Weight (lbs),4094.99
1990,Truck,Truck SUV,Weight (lbs),4098.31
1990,Car,Car SUV,Weight (lbs),3518.094
1991,All,All,Weight (lbs),3409.555
1991,Car,All Car,Weight (lbs),3168.471
1991,Car,Sedan/Wagon,Weight (lbs),3153.67
1991,Truck,All Truck,Weight (lbs),3960.869
1991,Truck,Pickup,Weight (lbs),3779.345
1991,Truck,Minivan/Van,Weight (lbs),4132.591
1991,Truck,Truck SUV,Weight (lbs),4157.233
1991,Car,Car SUV,Weight (lbs),3732.531
1992,All,All,Weight (lbs),3512.305
1992,Car,All Car,Weight (lbs),3253.611
1992,Car,Sedan/Wagon,Weight (lbs),3239.88
1992,Truck,All Truck,Weight (lbs),4077.522
1992,Truck,Pickup,Weight (lbs),3976.449
1992,Truck,Minivan/Van,Weight (lbs),4151.208
1992,Truck,Truck SUV,Weight (lbs),4203.692
1992,Car,Car SUV,Weight (lbs),3712.507
1993,All,All,Weight (lbs),3518.93
1993,Car,All Car,Weight (lbs),3241.07
1993,Car,Sedan/Wagon,Weight (lbs),3207.167
1993,Truck,All Truck,Weight (lbs),4098.419
1993,Truck,Pickup,Weight (lbs),3995.899
1993,Truck,Minivan/Van,Weight (lbs),4105.496
1993,Truck,Truck SUV,Weight (lbs),4331.199
1993,Car,Car SUV,Weight (lbs),3847.533
1994,All,All,Weight (lbs),3603.432
1994,Car,All Car,Weight (lbs),3268.106
1994,Car,Sedan/Wagon,Weight (lbs),3249.686
1994,Truck,All Truck,Weight (lbs),4148.771
1994,Truck,Pickup,Weight (lbs),4056.457
1994,Truck,Minivan/Van,Weight (lbs),4156.485
1994,Truck,Truck SUV,Weight (lbs),4331.104
1994,Car,Car SUV,Weight (lbs),3735.241
1995,All,All,Weight (lbs),3612.509
1995,Car,All Car,Weight (lbs),3274.091
1995,Car,Sedan/Wagon,Weight (lbs),3262.62
1995,Truck,All Truck,Weight (lbs),4201.098
1995,Truck,Pickup,Weight (lbs),4182.348
1995,Truck,Minivan/Van,Weight (lbs),4109.512
1995,Truck,Truck SUV,Weight (lbs),4323.131
1995,Car,Car SUV,Weight (lbs),3763.367
1996,All,All,Weight (lbs),3658.786
1996,Car,All Car,Weight (lbs),3296.772
1996,Car,Sedan/Wagon,Weight (lbs),3281.749
1996,Truck,All Truck,Weight (lbs),4254.76
1996,Truck,Pickup,Weight (lbs),4189.857
1996,Truck,Truck SUV,Weight (lbs),4386.1
1996,Truck,Minivan/Van,Weight (lbs),4195.45
1996,Car,Car SUV,Weight (lbs),3709.791
1997,All,All,Weight (lbs),3727.285
1997,Car,All Car,Weight (lbs),3285.482
1997,Car,Sedan/Wagon,Weight (lbs),3274.061
1997,Truck,All Truck,Weight (lbs),4393.927
1997,Truck,Pickup,Weight (lbs),4414.615
1997,Truck,Truck SUV,Weight (lbs),4463.251
1997,Truck,Minivan/Van,Weight (lbs),4240.09
1997,Car,Car SUV,Weight (lbs),3549.458
1998,All,All,Weight (lbs),3744.005
1998,Car,All Car,Weight (lbs),3333.932
1998,Car,Sedan/Wagon,Weight (lbs),3305.987
1998,Truck,All Truck,Weight (lbs),4316.95
1998,Truck,Pickup,Weight (lbs),4282.279
1998,Truck,Truck SUV,Weight (lbs),4450.325
1998,Truck,Minivan/Van,Weight (lbs),4182.655
1998,Car,Car SUV,Weight (lbs),3824.049
1999,All,All,Weight (lbs),3835.375
1999,Car,All Car,Weight (lbs),3390.274
1999,Car,Sedan/Wagon,Weight (lbs),3364.561
1999,Truck,All Truck,Weight (lbs),4456.774
1999,Truck,Pickup,Weight (lbs),4486.464
1999,Truck,Truck SUV,Weight (lbs),4518.425
1999,Truck,Minivan/Van,Weight (lbs),4306.442
1999,Car,Car SUV,Weight (lbs),3831.203
2000,All,All,Weight (lbs),3821.286
2000,Car,All Car,Weight (lbs),3400.909
2000,Car,Sedan/Wagon,Weight (lbs),3369.209
2000,Truck,All Truck,Weight (lbs),4420.97
2000,Truck,Pickup,Weight (lbs),4340.005
2000,Truck,Truck SUV,Weight (lbs),4601.991
2000,Truck,Minivan/Van,Weight (lbs),4275.636
2000,Car,Car SUV,Weight (lbs),3869.824
2001,All,All,Weight (lbs),3879.288
2001,Car,All Car,Weight (lbs),3410.949
2001,Car,Sedan/Wagon,Weight (lbs),3379.627
2001,Truck,All Truck,Weight (lbs),4542.719
2001,Truck,Truck SUV,Weight (lbs),4545.642
2001,Truck,Pickup,Weight (lbs),4551.472
2001,Truck,Minivan/Van,Weight (lbs),4518.412
2001,Car,Car SUV,Weight (lbs),3765.195
2002,All,All,Weight (lbs),3950.932
2002,Car,All Car,Weight (lbs),3415.317
2002,Car,Sedan/Wagon,Weight (lbs),3391.217
2002,Truck,All Truck,Weight (lbs),4612.207
2002,Truck,Truck SUV,Weight (lbs),4636.362
2002,Truck,Pickup,Weight (lbs),4689.839
2002,Truck,Minivan/Van,Weight (lbs),4393.857
2002,Car,Car SUV,Weight (lbs),3747.361
2003,All,All,Weight (lbs),3998.835
2003,Car,All Car,Weight (lbs),3437.169
2003,Car,Sedan/Wagon,Weight (lbs),3416.898
2003,Truck,All Truck,Weight (lbs),4654.564
2003,Truck,Truck SUV,Weight (lbs),4753.709
2003,Truck,Pickup,Weight (lbs),4641.51
2003,Truck,Minivan/Van,Weight (lbs),4393.361
2003,Car,Car SUV,Weight (lbs),3716.469
2004,All,All,Weight (lbs),4111.072
2004,Car,All Car,Weight (lbs),3492.267
2004,Car,Sedan/Wagon,Weight (lbs),3461.634
2004,Truck,All Truck,Weight (lbs),4782.648
2004,Truck,Truck SUV,Weight (lbs),4755.849
2004,Truck,Pickup,Weight (lbs),4938.797
2004,Truck,Minivan/Van,Weight (lbs),4486.746
2004,Car,Car SUV,Weight (lbs),3853.779
2005,All,All,Weight (lbs),4059.441
2005,Car,All Car,Weight (lbs),3498.114
2005,Car,Sedan/Wagon,Weight (lbs),3462.705
2005,Truck,All Truck,Weight (lbs),4762.95
2005,Truck,Truck SUV,Weight (lbs),4755.554
