Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1965","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1966","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1967","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1968","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1969","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1970","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1971","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1972","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1973","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1974","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1975","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1976","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1977","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1978","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1979","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1980","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1981","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1982","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1983","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1984","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1985","g/capita/day","0.21"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1986","g/capita/day","0.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1987","g/capita/day","0.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1988","g/capita/day","0.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1989","g/capita/day","0.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1990","g/capita/day","0.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1991","g/capita/day","0.25"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1992","g/capita/day","0.26"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1993","g/capita/day","0.27"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1994","g/capita/day","0.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1995","g/capita/day","0.31"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1996","g/capita/day","0.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1997","g/capita/day","0.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1998","g/capita/day","0.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","1999","g/capita/day","0.34"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2000","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2001","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2002","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2003","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2004","g/capita/day","0.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2005","g/capita/day","0.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2006","g/capita/day","0.39"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2007","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2008","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2009","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2010","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2011","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2012","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Crustaceans","2013","g/capita/day","0.44"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1961","g/capita/day","0.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1962","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1963","g/capita/day","0.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1964","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1965","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1966","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1967","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1968","g/capita/day","0.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1969","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1970","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1971","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1972","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1973","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1974","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1975","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1976","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1977","g/capita/day","0.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1978","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1979","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1980","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1981","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1982","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1983","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1984","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1985","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1986","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1987","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1988","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1989","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1990","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1991","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1992","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1993","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1994","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1995","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1996","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1997","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1998","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","1999","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2000","g/capita/day","0.21"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2001","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2002","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2003","g/capita/day","0.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2004","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2005","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2006","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2007","g/capita/day","0.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2008","g/capita/day","0.23"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2009","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2010","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2011","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2012","g/capita/day","0.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cephalopods","2013","g/capita/day","0.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1961","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1962","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1963","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1964","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1965","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1966","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1967","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1968","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1969","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1970","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1971","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1972","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1973","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1974","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1975","g/capita/day","0.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1976","g/capita/day","0.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1977","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1978","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1979","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1980","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1981","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1982","g/capita/day","0.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1983","g/capita/day","0.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1984","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1985","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1986","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1987","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1988","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1989","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1990","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1991","g/capita/day","0.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1992","g/capita/day","0.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1993","g/capita/day","0.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1994","g/capita/day","0.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1995","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1996","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1997","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1998","g/capita/day","0.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","1999","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2000","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2001","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2002","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2003","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2004","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2005","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2006","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2007","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2008","g/capita/day","0.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2009","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2010","g/capita/day","0.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2011","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2012","g/capita/day","0.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Molluscs, Other","2013","g/capita/day","0.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1961","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1962","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1963","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1964","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1965","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1966","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1967","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1968","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1969","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1970","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1971","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1972","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1973","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1974","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1975","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1976","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1977","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1978","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1979","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1980","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1981","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1982","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1983","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1984","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1985","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1986","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1987","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1988","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1989","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1990","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1991","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1992","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1993","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1994","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1995","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1996","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1997","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1998","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","1999","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2000","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2001","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2002","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2003","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2004","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2005","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2006","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2007","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2008","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2009","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2010","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2011","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2012","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Aquatic Mammals","2013","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1961","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1962","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1963","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1964","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1965","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1966","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1967","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1968","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1969","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1970","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1971","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1972","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1973","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1974","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1975","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1976","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1977","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1978","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1979","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1980","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1981","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1982","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1983","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1984","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1985","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1986","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1987","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1988","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1989","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1990","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1991","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1992","g/capita/day","0.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Aquatic Animals, Others","1993","g/capita/day","0"
