,dam_name,height_m,reservoir_capacity_million_m^3,reservoir_area_km^2
1938,Dworshak Dam,219.0,4391.2,52.0
1939,Libby,129.0,7434.2,97.9
1940,Wynoochee,53.0,93.7,3.0
1941,Long Lake Dam,9.0,181.3,5.3
1943,Blenheim Upper Gilboa,52.0,22.8,1.2
1944,Blenheim Lower Gilboa,50.0,20.1,0.9
1949,West Point,37.0,746.3,89.8
1951,Carters Main Dam,141.0,583.2,9.9
1971,Pyramid,129.0,210.9,4.4
1994,Indian Valley,69.0,442.8,14.0
1996,Normandy,34.0,155.5,10.6
2008,Kaw Lake,38.0,1637.0,58.7
2016,William L. Jess,105.0,616.7,11.3
2022,Fairfield Dam Main Dam,62.0,493.4,26.9
2042,American Falls,32.0,2061.5,199.3
2056,Harry S. Truman Dam,30.0,6416.6,186.8
2075,New Melones,194.0,2985.0,43.2
2079,Wallace,37.0,727.8,69.9
2096,Caucomgomoc,5.0,128.0,18.5
2107,Gibbons Creek Dam,15.0,101.0,8.9
2114,Peck Lake Dam,12.0,36.8,5.5
2120,Warm Springs Dam,109.0,553.8,8.8
2121,Green Lake,64.0,115.9,3.9
2122,R.L. Harris,46.0,525.5,25.0
2133,Clarence Cannon Dam,57.0,2296.6,58.8
2136,McPhee,90.0,282.5,14.8
2138,Culmback,80.0,189.0,5.7
2139,Sebec,5.0,185.0,24.8
2141,Upper Dam,140.0,46.3,1.3
2147,Taylor Draw,25.0,27.4,1.5
2148,Swan Lake,53.0,153.0,5.1
2149,Terror Lake,59.0,133.2,2.1
2161,Ray Roberts Dam,43.0,2383.0,68.7
2175,Sebasticook Outlet Dam,2.0,17.4,17.9
2189,New Spicer Meadow,81.0,238.1,4.0
2200,Snow Pond Dam,4.0,145.9,15.1
2201,Lower Reservoir Dam A,29.0,29.0,1.4
2209,Cowlitz Falls Dam,43.0,18.5,1.1
2237,Kezar Lake Outlet Dam,4.0,27.1,10.8
2238,Enos Dam,2.0,14.3,2.4
2242,Rangeley Lake Dam,5.0,48.3,25.5
2243,,3.0,33.7,4.4
2245,First Roach Dam,5.0,17.2,12.3
2255,Bodie Dam,66.0,61.7,0.9
11,Lake Margaret,17.0,15.3,1.1
35,Bradys Lake,20.0,46.0,5.7
36,Lake Binney,10.0,26.0,3.4
37,Eildon,79.0,3390.0,43.5
38,Burrinjuck,79.0,1026.0,16.8
40,Lake Echo,19.0,725.0,34.8
45,Laughing Jack,17.0,25.0,2.1
46,Tinaroo Falls,47.0,407.0,31.6
47,Tumut,86.0,52.8,1.3
48,Eucumbene,116.0,4800.0,121.4
53,Rocky Valley,32.0,28.4,1.8
55,Somerset,50.0,369.0,37.6
56,Wellington,37.0,184.9,11.6
59,Tantangara,45.0,254.1,21.2
60,Keepit Dam,55.0,423.0,25.7
61,Warragamba,137.0,1886.0,68.6
63,Koombooloomba,52.0,212.0,11.4
65,Tooma,67.0,28.1,0.3
66,Hume,51.0,3038.0,110.9
72,Catagunya,49.0,26.0,1.6
77,Khancoban,18.0,26.6,2.6
81,Dee,15.0,50.0,5.8
84,Geehi,91.0,21.1,0.3
86,Clark,67.0,540.0,31.9
87,Meadowbank,43.0,60.0,5.1
88,Burrendong Dam,76.0,1679.0,62.2
89,Jindabyne,72.0,688.3,24.1
91,Blowering,112.0,1628.0,21.0
93,Jounama,44.0,43.5,2.3
95,Parangana,53.0,15.0,0.4
96,Repulse,42.0,16.0,0.9
102,Devils Gate,84.0,180.0,5.9
104,Pindari,45.0,37.5,7.7
109,Wyangala,85.0,1220.0,45.3
110,Talbingo,162.0,921.4,18.0
114,Paloona,43.0,19.0,1.2
115,Cethana,110.0,109.0,2.0
116,Serpentine,38.0,2963.0,230.0
117,Toonumbar,44.0,11.0,1.0
129,Gordon,140.0,12400.0,220.2
131,Fitzroy Falls,14.0,10.0,4.5
137,Glenlyon,62.0,254.0,16.1
138,Copeton,113.0,1364.0,37.5
142,Dartmouth,180.0,4057.0,39.5
145,Dartmouth Regulation,25.0,5.2,0.5
147,Split-Yard Creek,76.0,28.6,0.8
149,Mackintosh,75.0,949.0,25.6
150,Murchison,89.0,97.0,3.7
151,Miena Rockfill,28.0,3356.0,148.3
156,Bastyan,75.0,124.0,6.0
166,Lower Pieman,122.0,641.0,15.5
167,Wivenhoe,59.0,1150.0,102.7
188,Monasavu,60.0,133.0,
189,Nadarivatu,40.0,0.036,
198,McLaren Falls,38.0,0.5,0.3
199,Ratapiko,17.0,1.3,0.3
200,Waihopai,37.0,2.4,0.5
203,Arapuni,64.0,145.0,43.5
204,Mangamahoe,24.0,1.4,0.3
206,Mahinerangi,34.0,243.0,14.3
208,Waitaki,37.0,53.2,5.6
213,Karapiro,67.0,87.8,10.9
215,Tekapo Lake Control,12.0,877.0,94.2
216,Hinemaiaia A,12.0,0.4,0.3
217,Maraetai,87.0,85.0,3.7
218,Cobb,33.0,28.3,1.9
220,Whakamaru,56.0,77.6,7.2
221,Roxburgh,78.0,100.0,3.4
222,Atiamuri,44.0,21.2,1.2
223,Hawea Lake Control,32.0,2180.0,147.9
224,Ohakuri,49.0,133.0,7.2
225,Waipapa,37.0,16.0,0.8
226,Raymond,18.0,1.1,0.1
227,Kuratau,16.0,2.7,0.9
230,Matahina,86.0,25.0,1.9
231,Benmore,118.0,2200.0,73.4
232,Hinemaiaia B,22.0,0.6,0.2
233,Aviemore,58.0,509.7,27.0
236,Otamangakau,20.0,6.6,1.4
237,Poutu,13.0,10.0,15.6
240,Te Anau Lake Control,24.0,1155.0,332.5
241,Manapouri Lake Control,13.0,470.0,132.5
242,Pukaki Canal Inlet Dam,32.0,6300.0,175.8
244,Aniwhenua Barrage,13.0,7.0,1.2
245,Rangipo,20.0,0.2,0.1
246,Ruantaniwha,42.0,49.0,4.1
250,Patea,82.0,138.0,2.8
253,Clyde,75.0,320.0,22.2
256,Afulilo,20.0,10.0,3.0
1,Potrero De Funes,34,6.6,1.025
5,Río Tercero I,51,560.0,54.26
6,San Felipe,27,81.0,15.43
9,El Gato,16,,1.8
10,Cruz De Piedra,45,12.5,2.1
13,La Viña,106,230.0,1.05
15,San Roque,51,201.0,16.0
16,Cruz Del Eje,40,129.0,12.8
18,El Nihuil,28,259.0,7.5
20,Escaba,83,142.5,5.35
21,Los Quirogas,31,,
23,La Florida,75,105.0,5.35
24,Los Molinos I,63,307.0,21.55
25,Los Molinos Ii,33,3.75,0.45
26,Batiruana,43,0.44,0.1
34,La Viña (Comp),32,2.0,0.21
36,San Francisco,45,24.0,1.86
37,Saladillo,75,50.0,2.96
39,Caracoles,138,585.0,12.0
40,Las Pirquitas,83,65.0,2.2
44,Florentino Ameghino,113,1855.0,74.0
46,Valle Grande,115,160.7,4.98
47,Ing. Benjamin Reolin,48,26.0,2.93
48,El Cadillal,85,275.0,12.95
50,Río Hondo,40,1740.0,330.0
53,Aisol,38,0.7,0.08
56,Ullum,33,2.5,
57,El Carrizal,55,290.0,31.5
58,Portezuelo Grande,12,15000.0,
62,Tierras Blancas,37,0.885,0.08
63,El Chocón,86,20200.0,82.0
64,Gral Manuel Belgrano - Cabra De Corral,113.7,3100.0,113.6
65,Las Maderas,98,300.0,9.6
72,Futaleufu,130,5600.0,87.0
73,Agua Del Toro,120,432.0,10.85
75,Loma De La Lata,16,27770.0,411.5
76,Planicie Banderita,34,13800.0,174.0
81,Salto Grande,47,2750.0,391.5
84,Piedras Moras,57,90.0,8.32
86,El Chañar,14,34.5,10.0
87,Los Reyunos,136,260.0,7.34
88,Peñas Blancas,13,2.86,0.67
90,Quebrada Del Ullum,67,440.0,32.0
93,El Tigre,49,7.0,0.65
94,Arroyito,37,296.0,38.6
96,Cerro Pelado,104,370.0,12.4
97,Alicura,130,3215.0,65.0
98,Las Maderas (Comp),33,2.0,0.3
99,El Tunal,37.5,310.0,38.0
101,Arroyo Corto,42,35.0,3.95
102,Casa De Piedra,47,4000.0,360.0
103,Urugua I,76,1193.0,88.44
104,Piedra Del Aguila,170,12400.0,292.0
105,Yacireta,43,10500.0,860.0
106,Río Grande,60,19.4,1.07
107,Cuesta Del Viento,105,206.0,
108,Pichi Picun Leufu,48,197.0,18.0
109,Potrerillos,116,420.0,13.0
110,Nogolí,50,23.0,1.4
153,Zongo,26,3.2425,14.0
154,Wara Warani,5.6,1.365,1.2
177,Mari Marini,4,1.1015,3.1
182,Khota Khasa,3.5,0.3675,0.86
194,Chojlla,23.5,0.047,193.9
198,Cacapi,23.5,0.111,107.3
265,Santa Isabel,,,
287,San Jacinto,46.5,50.0,420.0
291,Corani,26,168.0,0.244
317,Todos Santos,8.6,0.1,690.0
332,Yanacachi Norte,,,
334,Vila Chururuni,5.5,2.6005,1.44
390,Xingó,,3800.1,58.9
391,Volta Grande,,2244.0,201.6
393,Vigário (Elevatória),,15.2,6.4
407,Três Marias,,19528.0,1110.5
414,Taquaruçu (Escola Politécnica),,676.8,110.3
422,Sobragi,,0.1,2.0
423,Sobradinho,,34117.1,4380.8
428,Serraria,,37.6,2.1
447,Santa Clara Pr,,431.2,24.3
448,Santa Clara Mg,,150.3,8.8
449,Santa Cecília (Elevatória),,5.7,2.5
450,Santa Branca Sp,,438.5,29.7
451,Salto Santiago,,6775.5,213.7
452,Salto Osório,,1124.3,59.9
453,Salto Grande Mg,,78.0,5.8
454,Salto Grande (Lucas Nogueira Garcez),,44.1,14.9
455,Salto Do Iporanga,,39.7,2.7
460,Sá Carvalho,,1.5,1.5
462,Rosana,,1909.0,261.4
463,Rosal,,17.0,2.3
466,Risoleta Neves (Ex-Candonga),,54.4,2.3
468,Rio Do Peixe (Casa De Força I E Ii),,3.9,0.9
470,Rio Bonito,,18.0,2.2
475,Rasgão,,5.1,0.8
478,Queixo,,136.6,5.6
479,Queimado,,591.0,40.1
481,Promissão (Mário Lopes Leão),,7407.3,572.7
484,Porto Raso,,20.4,1.6
485,Porto Góes,,0.3,0.2
486,Porto Estrela,,99.0,3.8
487,Porto Colômbia,,1524.5,148.9
489,Ponte De Pedra,,111.3,17.0
497,Pitinga,,0.5,79.6
500,Pirajú,,105.6,17.1
504,Picada,,7.0,1.1
506,Pereira Passos,,16.9,1.1
511,Pedra Do Cavalo,,3139.7,198.9
512,Pedra,,1640.0,101.0
513,Paulo Afonso Iv,,1277.0,16.0
514,Paulo Afonso I,,26.0,5.2
518,Passo Real,,3357.0,225.5
519,Passo Fundo,,1589.5,153.5
521,Paranoá,,527.8,39.1
522,Paraibuna,,4732.2,197.6
526,Ourinhos,,20.8,4.3
529,Nova Ponte,,12792.0,397.4
530,Nova Avanhandava (Rui Barbosa),,2720.0,218.1
532,Muniz Freire,,0.3,0.2
536,Monte Claro,,11.3,1.4
538,Monjolinho,,150.5,5.5
540,Miranda,,1120.0,52.4
542,Mascarenhas De Moraes (Ex-Peixoto),,4039.9,269.5
543,Mascarenhas,,21.9,5.3
545,Marimbondo,,6150.0,438.0
549,Manso,,7337.0,427.0
552,Machadinho,,3339.1,78.9
555,Luiz Gonzaga (Itaparica),,10782.0,839.4
558,Limoeiro (Armando Salles De Oliveira),,25.2,2.7
564,Jurumirim (Armando Avellanal Laydner),,7007.6,470.4
566,Jupiá (Eng. Souza Dias),,3353.8,321.7
571,João Camilo Penna (Ex-Cachoeira Do Emboque),,22.1,3.5
580,Jauru,,17.2,121.5
582,Jaguari,,1239.9,46.4
583,Jaguara,,450.0,32.4
584,Jacuí,,28.7,4.8
587,Itutinga,,7.3,2.0
588,Itupararanga,,286.2,25.3
589,Itiquira I,,4.8,1.0
591,Itaúba,,620.3,17.0
592,Itapebi,,1633.6,62.5
594,Itá,,5099.8,141.2
595,Irapé,,5962.9,137.2
597,Ilha Dos Pombos,,7.9,3.6
598,Igarapava,,487.4,40.9
599,Ibitinga,,980.8,126.1
600,Henry Borden,,1165.9,127.5
601,Guilman Amorim,,12.0,1.1
604,Gov. Parigot De Souza,,178.9,13.1
605,Gov. Ney Aminthas De Barros Braga (Segredo),,2942.4,84.7
606,Gov. José Richa (Salto Caxias),,3572.8,141.0
607,Gov. Bento Munhoz Da Rocha Neto (Foz Do Areia),,5779.0,138.5
612,Funil Rj,,888.3,43.2
613,Funil Mg,,304.0,40.5
614,Funil Ba,,46.4,6.2
615,Fundão,,34.6,2.5
616,Fumaça,,90.0,6.9
619,Foz Do Chapecó,,1502.0,80.4
621,Fontes Nova,,467.3,31.3
628,Euclides Da Cunha,,13.4,1.1
629,Estreito (Luiz Carlos Barreto De Carvalho),,1423.1,46.6
632,Espora,,244.2,30.7
648,Dona Francisca,,330.0,18.9
656,Corumbá Iv,,3727.0,173.3
657,Corumbá Iii,,972.1,72.4
658,Corumbá I,,1496.4,62.8
663,Coaracy Nunes,,138.5,30.4
665,Chavantes,,8795.3,392.1
667,Chaminé - Vossoroca,,0.4,4.1
674,Castro Alves,,91770.0,5.0
685,Canoas Ii,,145.6,25.7
686,Canoas I,,207.3,35.0
688,Canastra,,0.4,0.1
690,Campos Novos,,1471.6,33.7
692,Camargos,,792.0,50.5
697,Caconde,,554.9,36.3
699,Cachoeira Dourada,,519.0,86.3
704,Bugres,,50.0,16.3
707,Bracinho,,0.1,0.1
716,Boa Esperança (Castelo Branco),,5085.0,376.4
727,Barra Bonita,,3135.4,331.7
728,Barra,,58.1,1.2
729,Bariri (Álvaro De Souza Lima),,541.9,58.4
735,Assis Chateaubrind (Salto Mimoso),,0.1,16.0
743,Apolônio Sales (Moxotó),,1277.0,94.9
747,Americana,,0.1,11.9
749,Amador Aguiar Ii (Ex-Capim Branco Ii),,928.0,45.0
750,Amador Aguiar I (Ex-Capim Branco I),,241.1,18.0
754,Alecrim,,29.3,1.5
755,Aimorés,,185.2,30.9
761,14 De Julho,,55000.0,5.0
762,Furnas,,22950.0,1406.3
763,Ilha Solteira,,21046.3,1357.6
764,Curuá-Una,,529.8,121.0
765,Capivara (Escola De Engenharia Mackenzie),,10541.8,609.8
766,São Simão,,12540.1,716.2
767,Água Vermelha (José Ermírio De Moraes),,11024.8,673.6
768,Itumbiara,,17027.0,749.1
769,Emborcação,,17724.7,404.0
770,Tucuruí I E Ii,,50275.2,3014.3
771,Itaipu,196,14500.0,1350.0
772,Samuel,,3.6,655.6
773,Balbina,,19958.7,4437.7
774,Serra Da Mesa,,54400.0,1254.1
775,Porto Primavera (Eng. Sérgio Motta),,20320.3,2977.0
776,Três Irmãos,,13371.2,756.5
777,Luís Eduardo Magalhães (Lajeado),,5193.5,1040.1
778,Cana Brava,,2300.0,139.6
779,Guaporé,,31.1,5.1
780,Peixe Angical,,2741.0,294.1
782,Rondon Ii,,478.3,83.8
802,Lago Del Laja,10,5582.0,
803,Laguna Del Maule,40,1420.0,56.0
815,Machicura,,55.0,8.0
816,Colbun                ,,1550.0,46.0
818,Convento Viejo,36,237.0,7.1
820,Pangue,,83.0,5.0
827,Melado                        ,,134.0,3.4
828,La Invernada        ,,174.0,7.5
830,Piedras Blancas,27,0.48,0.18
831,Bajo Anchicayá,60,,
832,Quebradona,27,1.91,0.24
845,Muña,,12.54,9.52
846,Chuza,,269.4,4.92
847,Troneras,40,30.44,4.69
848,Esmeralda,,,
849,Betania,,1416.6,60.13
850,Miraflores,55,107.03,7.2
851,Guadalupe Iii,,,
852,Calima,,525.3,26.77
853,San Francisco,,,
854,Prado,,1125.32,36.45
856,Alto Anchincayá,,46.22,1.73
857,Chivor,237,654.82,12.6
858,Guatapé - Peñol,51.5,1094.0,68.7
859,San Carlos,,,
860,Punchiná,70,61.67,3.74
861,Guadalupe Iv,,,
862,Salvajina,146,861.82,15.56
863,Paraiso,,,
864,La Guaca,,,
865,Jaguas,,,
866,Playas,65,79.74,7.37
867,San Lorenzo,63,192.32,11.18
868,Riogrande Ii,65,236.35,12.1
869,Guavio,243,829.21,13.41
870,La Tasajera,,,
871,Urrá,73,1863.54,62.83
872,Porce Ii,122,225.94,9.85
873,Río Robo,,,2.48
874,Miel I,188,192.32,13.76
875,Calderas,,0.37,0.0022
876,Porce Iii,151,170.0,5.14
877,Pisayambo,,100.7,
880,Pucara-Pisayambo,,,
881,Daniel Palacios,,120.0,
882,Agoyan,,3.6,
885,Daule Peripa,78,6300.0,82.8
887,La Mica,,50.0,
890,Abanico,,,
891,San Francisco,,,
892,Petit Saut,47,3500.0,41.5
897,Acaray,70.30000000000001,56.0,
898,Yguazu,30.5,8473.0,620.0
899,Itaipu ,70.30000000000001,14500.0,1350.0
900,Yacyreta,21.3,10500.0,860.0
901,Sacsa,13,14.9,
902,Quisha,20,8.7,
903,Pucho,10,2.0,
904,Manca,,5.0,
905,Karpa,,17.8,
906,Pirhua,11,1.6,
909,Yaupi HP,,,
913,Sibinacocha,12,110.0,
914,Sheque,,0.4,
915,Shallap,,2.0,
916,Sangrar,24,9.0,
917,San Diego,,0.065,
920,Pomacocha,,28.45,
923,Paron,,37.0,
925,Pacchapata,,1.557,
927,Matacocha,,10.29,
928,Lagunas De Edegel,,234.0,
929,Lago Junin,,300.0,
930,Jaico,,15.94,
932,Huayllacocha Bajo,,11.69,
933,Huayllacocha Alto,,1.25,
934,Huangash Bajo,,0.67,
935,Huangash Alto,,24.87,
936,Huacacocha,,9.24,
937,Embalse Lagunas 5,,56.0,
938,Embalse Lagunas 5,,14.0,
942,Collicocha,,10.0,
943,Chungar,,14.3,
945,Chilcocha,,43.0,
948,Aricota,,270.0,
950,Alto Machay ,,12.7,
952,Aguascocha,,8.0,
955,Machupicchu,,,
957,Aguada Blanca,74,43.0,
958,Tablachaca,80,16.0,
959,Mantaro,,,
961,Viconga,27,30.0,
962,Cirato,33,0.3,
963,Condoroma,92,280.0,
965,Yuracmayo,56,47.0,
966,Huaylacancha,11,22.35,
968,San Gaban,,36.2,
969,Yanango HP,,,
970,Chimay,,,
971,Yuncan HP,,,
972,Afobaka/Brokopondo,54,20000.0,1560.0
974,Rincón Del Bonete (Hasta 1985 Llamada Gabriel Terra),51,8850.0,
1186,Rincón De Baygorria,46,570.0,
1847,Salto Grande,47,2750.0,391.5
1848,Constitución,66,2850.0,320.0
0,Kaptai,46.0,6477.0,777.0
1,Basochu II,,,
2,Punatsangchu ,141.0,,
3,Chhukha,40.0,,
4,Basochu I,,,
5,Kurichhu,33.0,,
6,Tala-Wankha,91.0,,
9,Ochum,,,
10,Kirirom,,,
11,Taipingshao,42.0,289.0,6.4
13,Fengman,146.0,9170.0,193.3
15,Shuifeng,106.0,14700.0,111.2
23,Guanting (Hebei),46.0,2270.0,90.1
33,Shizitan,51.0,1027.0,29.2
36,Shangyoujiang,68.0,822.2,19.4
44,Hongfeng (Guizhou),53.0,660.0,26.2
61,Liuxihe,78.0,350.0,6.9
80,Dongzhang,38.0,199.0,10.1
96,Dahonghe,37.0,368.0,13.0
100,Gaozhou,43.0,1151.1,21.4
104,Yahekou,32.0,1316.0,42.1
105,Dalongdong (Taishan),37.0,265.3,6.7
106,Baiguishan,24.0,731.0,33.7
109,Nanwan (Henan),38.0,1630.0,39.3
128,Qiezishan Reservoir,32.0,120.8,3.1
131,Xiaowan,292.0,15043.0,190.0
141,Lubuge,101.0,110.0,4.1
159,Wumu,21.0,53.1,4.7
166,Dawangtan,37.0,638.0,16.1
172,Xiaojiang,40.0,1000.0,29.5
182,Sanmenxia,106.0,9640.0,254.8
184,Nanhe (Gucheng),50.0,70.0,1.6
193,Shuifumiao,35.0,560.0,21.0
199,Baiyutan,20.0,300.0,46.5
208,Jiufujiang,48.0,300.0,7.5
214,Hengshanling,41.0,243.0,7.0
221,Xidayang,54.0,1071.0,32.4
230,Bailianhe,55.0,1250.0,32.8
232,Ziyunshan,26.0,116.0,7.6
248,Miyun,66.0,4375.0,121.7
270,Dongzhen,59.0,435.0,12.5
275,Xin'anjiang,105.0,21626.0,424.3
297,Muyu,44.0,210.0,2.8
299,Niutoushan,49.0,300.0,7.6
313,Liuchen,41.0,332.7,4.8
314,Fenhe,60.0,733.0,21.1
321,Yanghe,32.0,353.0,5.8
323,"Changtan (Zhejiang, Huangyan)",36.0,691.0,23.2
327,Zhexi,104.0,3656.0,48.8
328,Shuangpai,59.0,690.0,40.3
331,Tangxi,43.0,349.0,10.8
336,Taihu,24.0,30.0,1.1
337,Nanchengzi,30.0,204.0,13.3
344,Laoyingyan,32.0,36.7,3.0
347,Hongchaojiang,34.0,1000.0,25.2
348,Xijin,41.0,3000.0,66.5
353,Koutou,30.0,105.2,4.3
355,Guanli,40.0,30.0,0.8
356,Hongshan (Inner Mongolia),31.0,2600.0,59.4
357,Hengjin,53.0,280.85,4.8
361,Dakai,52.0,391.2,14.9
362,Huangcai,62.0,149.0,2.0
363,Luhun,55.0,1320.0,28.9
376,Chengbihe,70.0,1130.0,25.0
377,Guishi,43.0,595.0,34.1
387,Fengdu,43.0,100.0,2.1
389,Fushui,45.0,1730.0,56.8
392,Xueye,30.0,221.0,6.1
398,Dahongshan,43.0,126.4,5.3
400,Erlongshan (Jilin),31.0,1800.0,98.2
409,Fuchunjiang,48.0,874.0,45.2
411,Maojiacun,83.0,553.0,14.4
416,Gangnan,63.0,1571.0,39.2
422,Hongmen,36.0,1214.0,34.9
423,Gaofang,38.0,61.7,2.9
425,Yanguoxia,55.0,280.0,17.3
436,Yuecheng,53.0,1090.0,15.2
438,Zhanggang,50.0,360.0,13.2
443,Fangtuan,41.0,30.8,0.9
447,Yunfeng,114.0,3911.0,45.9
456,Dongluo,66.0,31.0,2.2
469,Wangyao,55.0,203.0,9.7
471,Mashi,31.0,270.0,20.8
473,Jinjiang,63.0,480.0,11.8
475,Changhu,54.0,150.0,3.2
476,Jiaoyuan,33.0,30.0,1.1
480,Zhelin,64.0,7920.0,201.6
487,Shenwo,50.0,791.0,31.9
488,Shandaohe,36.0,30.0,1.0
489,Huanren,79.0,3450.0,89.5
492,Shiquan,65.0,412.0,21.9
494,Danjiangkou,97.0,20890.0,286.3
498,Huamuqiao,38.0,31.0,2.0
500,Qingshan (Chongyang),59.0,429.0,9.4
504,Shibikeng,36.0,57.7,2.0
508,Juntan,68.0,52.7,0.9
515,Liujiaxia,147.0,5700.0,130.0
520,Hemianshi,55.0,296.0,9.9
522,Quanshui,80.0,222.0,2.2
523,Lushui,50.0,706.0,33.0
527,Mingyangguan,45.0,42.4,1.5
532,Chaihe,42.0,650.0,14.0
545,Ansha,92.0,740.0,9.6
551,Bikou,101.0,521.0,7.2
568,Baijiazui,74.0,495.6,11.6
577,Tumenzi (Liaoning),37.0,186.0,7.2
580,Tuanjie,28.0,200.0,6.6
583,Huanglongtan,107.0,1162.5,12.7
588,Lishimen,74.0,200.0,4.1
591,Gongzui,86.0,400.0,12.0
599,Niululing,91.0,701.92,8.7
600,Fengtan,113.0,1544.0,15.6
603,Huanglongdai,61.0,95.0,7.5
605,Baiyunshan No.1,49.0,114.0,1.3
608,Taihe,49.0,183.0,4.3
609,Panjiakou,108.0,2900.0,18.0
612,Taipingwan,32.0,270.0,32.1
613,Bapanxia,,49.0,4.9
617,Chitan,78.0,870.0,13.6
621,Zhaikou,77.0,185.0,2.9
633,Tieshan,45.0,635.0,34.2
634,Wujiangdu,165.0,2300.0,13.7
639,Shangying,30.0,31.7,0.6
640,Liangcha,43.0,36.6,1.0
641,Cheba No. 1,66.0,62.4,2.1
649,Hunanzhen,129.0,2060.0,44.0
651,Liujiaping,35.0,33.3,0.8
655,Laohushao,55.0,630.0,30.5
656,Baishan (Huadian),146.0,5310.0,84.8
657,Geheyan,157.0,,
658,Sanjiangkou,31.0,220.0,24.1
661,Jiangya,128.0,1741.0,26.5
662,Gezhouba,54.0,1580.0,
665,Longyangxia,178.0,24700.0,383.0
669,Wanan,68.0,2370.0,67.6
670,Maojianshan,73.0,54.0,1.1
671,Shaxikou,40.0,164.0,14.3
672,Xinqiao (Chongqing),20.0,14.33,0.9
674,Yantan,111.0,2610.0,121.0
676,Shuangdao,61.0,210.0,4.3
677,Dongjiang,157.0,9200.0,130.6
678,Zhushuqiao,78.0,121.5,8.8
681,Puding,75.0,400.0,8.2
682,Ankang,120.0,2580.0,46.5
684,Guangzhou Pump Storage,69.0,240.0,2.4
686,Huashan (Guangdong),81.0,630.0,3.5
687,Manwan,132.0,662.0,
690,Dongjin,89.0,800.0,9.8
691,Wananxi,92.0,230.0,2.8
692,Shuikou (Fujian),101.0,2600.0,56.2
695,Yamzho Yumco,,42.0,566.9
696,Baozhusi,132.0,2550.0,38.9
697,Wuqiangxi,88.0,4200.0,113.8
700,Shanzi,65.0,180.0,5.3
701,Kalangguer,62.0,40.0,2.0
703,Yudong,88.0,360.0,7.1
705,Fucao,71.0,60.0,2.4
706,Gaoyan,67.0,50.0,0.7
707,Daduan,43.0,115.0,2.7
709,Tianhuangping,,6.76,
712,Ertan,240.0,5800.0,101.0
713,Chaishitan,102.0,440.0,4.0
714,Daxia,,90.0,
715,Gudongkou,120.0,138.0,3.0
716,Wanjiazhai,92.0,900.0,8.5
719,Tianshengqiao No.1,178.0,10260.0,98.3
720,Xiaolangdi,154.0,12800.0,
723,Jinpen,130.0,200.0,2.2
724,Dachaoshan,111.0,933.0,
726,Gongboxia,132.0,630.0,
727,Baiyun,120.0,545.0,1.8
728,Three Gorges,175.0,39300.0,1084.0
729,Jinghong,108.0,1233.0,510.0
730,Shuibuya,233.0,4580.0,
731,Laxiwa,250.0,1080.0,
732,Longtan,216.2,27300.0,
741,Changjin,63.0,1259.0,27.4
744,Naejungri,,108.0,2.9
745,Sachopyong,43.0,43.2,1.6
768,Hwanggang Dam,,400.0,
812,Periyar,53.64,443.55,70.85
902,Valvan Lake,26.37,0.072,0.622
920,Shirwata Lake,38.7,0.186,0.01308
927,Thakurwadi,59.44,0.32,0.03243
933,Dhuti Weir,11.4,14.86,2.588
939,Borina Lower T,19.16,1.61,0.516
946,Mulshi Lake,48.8,0.05223,3.802
947,Bhatghar,57.92,670.65,31.9
972,Nizam Sagar,48.0,504.435,146.36
980,Kaketo,37.64,80.51,8.906
981,Mettur,65.23,2650.0,0.15346
1020,Kundala,32.3,7.79,0.465
1056,Tungabhadra,49.38,3710.0,0.37813
1072,Radhahnagari,42.68,236.81,18.218
1078,Nangal,29.0,19.736,
1098,Canada,47.0,617.0,63.5
1099,Massanjore,47.0,617.0,69.92
1138,Poringalkuthu,37.0,32.0,2.85
1140,Madupetty,85.34,55.217,3.236
1146,Hirakud,59.0,5820.0,0.743
1149,Maithon,56.0,610.0,0.10618999999999999
1194,Nugu,43.58,153.95,13.48
1205,Panchat Hill,49.0,250.0,0.153
1321,Talamba,58.35,308.75,21.35
1347,Jangamhatti,28.9,0.02729,0.111
1378,Chinohali,25.55,,0.209
1381,Deogad,50.58,100.428,5.731
1395,Mahamadwad (Nardav),59.33,93.37480000000001,4.243
1428,Gandhi Sagar,62.17,6800.0,0.66
1438,Kota Barrage,32.4,112.0,70.85
1465,Dulhasti,65.0,10.66,
1494,Chandrabhaga,44.7,41.427,3.262
1496,Purna,38.0,41.759,5.88
1498,Jurala,40.0,338.1,67.68
1503,Kaparai,67.0,30.85,70.85
1504,Birpur,16.0,70.83,70.85
1505,Shrinagar,85.0,7.8,70.85
1523,Sijar,13.8,55.85,22.5
1549,Nagarjuna Sagar,125.0,5440.0,0.2849
1577,Penna Ahobilam,46.0,314.0,71.44
1623,Jalaput,61.0,970.61,9106.888
1631,Gazaldova,,209.195,7.9
1675,Umtru Dam,24.0,1.97,
1676,Krdemkulai Ii,35.0,8.2,
1677,Kyrdemkulai,27.0,470.0,
1678,Upper Shilong,24.0,0.442,
1684,Rang I,43.0,1.79,70.85
1735,Kallarkutty,43.0,6.88,0.647
1736,Hathaikheda,17.37,16.277,3.13
1748,Rihand,91.46,8900.0,0.468
1749,Silhata,16.2,1.288,
1766,Talakalale,62.5,130.0,9.2
1769,Bhakra,226.0,7190.0,0.16835
1771,Ponmudi,59.0,51.54,2.787
