crop,year,mass_t
Safflower seed,1981,813680
Safflower seed,1982,828267
Safflower seed,1983,851319
Safflower seed,1984,932270
Safflower seed,1985,895218
Safflower seed,1986,737985
Safflower seed,1987,800296
Safflower seed,1988,956729
Safflower seed,1989,836060
Safflower seed,1990,837373
Safflower seed,1991,608291
Safflower seed,1992,550580
Safflower seed,1993,782339
Safflower seed,1994,865410
Safflower seed,1995,848226
Safflower seed,1996,852953
Safflower seed,1997,872524
Safflower seed,1998,606742
Safflower seed,1999,834577
Safflower seed,2000,624740
Safflower seed,2001,559181
Safflower seed,2002,525737
Safflower seed,2003,681807
Safflower seed,2004,635879
Safflower seed,2005,582955
Safflower seed,2006,539737
Safflower seed,2007,631693
Safflower seed,2008,638421
Safflower seed,2009,664146
Safflower seed,2010,664723
Safflower seed,2011,678278
Safflower seed,2012,843990
Safflower seed,2013,721634
Safflower seed,2014,732412
Safflower seed,2015,826596
Safflower seed,2016,949336
Safflower seed,2017,738477
Safflower seed,2018,627653
Seed cotton,1961,27478586
Seed cotton,1962,29413957
Seed cotton,1963,32474205
Seed cotton,1964,33823303
Seed cotton,1965,35820763
Seed cotton,1966,33781757
Seed cotton,1967,33092798
Seed cotton,1968,35846847
Seed cotton,1969,34488073
Seed cotton,1970,35593044
Seed cotton,1971,37215864
Seed cotton,1972,38982670
Seed cotton,1973,40736006
Seed cotton,1974,41461385
Seed cotton,1975,36188112
Seed cotton,1976,35209252
Seed cotton,1977,40986318
Seed cotton,1978,38934139
Seed cotton,1979,42058885
Seed cotton,1980,41387103
Seed cotton,1981,45522102
Seed cotton,1982,44410807
Seed cotton,1983,43094147
Seed cotton,1984,54736873
Seed cotton,1985,50903433
Seed cotton,1986,44611007
Seed cotton,1987,48684172
Seed cotton,1988,53289920
Seed cotton,1989,50156288
Seed cotton,1990,54246754
Seed cotton,1991,60315474
Seed cotton,1992,52652535
Seed cotton,1993,47846710
Seed cotton,1994,53002241
Seed cotton,1995,56800537
Seed cotton,1996,55421836
Seed cotton,1997,54809927
Seed cotton,1998,52403757
Seed cotton,1999,53176630
Seed cotton,2000,52977839
Seed cotton,2001,60201625
Seed cotton,2002,53888253
Seed cotton,2003,55676756
Seed cotton,2004,70740365
Seed cotton,2005,69631560
Seed cotton,2006,71298574
Seed cotton,2007,73581705
Seed cotton,2008,66283945
Seed cotton,2009,61837062
Seed cotton,2010,69220247
Seed cotton,2011,79513579
Seed cotton,2012,79282932
Seed cotton,2013,73060961
Seed cotton,2014,76443013
Seed cotton,2015,66170675
Seed cotton,2016,67622193
Seed cotton,2017,73823437
Seed cotton,2018,71029354
Sesame seed,1961,1419988
Sesame seed,1962,1566316
Sesame seed,1963,1579733
Sesame seed,1964,1653488
Sesame seed,1965,1563671
Sesame seed,1966,1543269
Sesame seed,1967,1650554
Sesame seed,1968,1635281
Sesame seed,1969,1699334
Sesame seed,1970,2002036
Sesame seed,1971,1936507
Sesame seed,1972,1791085
Sesame seed,1973,1801047
Sesame seed,1974,1746111
Sesame seed,1975,1709699
Sesame seed,1976,1695406
Sesame seed,1977,1826846
Sesame seed,1978,1887578
Sesame seed,1979,1911017
Sesame seed,1980,1733274
Sesame seed,1981,2166383
Sesame seed,1982,1855652
Sesame seed,1983,1992967
Sesame seed,1984,1992092
Sesame seed,1985,2308730
Sesame seed,1986,2268501
Sesame seed,1987,2245725
Sesame seed,1988,2163929
Sesame seed,1989,2108460
Sesame seed,1990,2378530
Sesame seed,1991,2185021
Sesame seed,1992,2525973
Sesame seed,1993,2267084
Sesame seed,1994,2328004
Sesame seed,1995,2521088
Sesame seed,1996,2824121
Sesame seed,1997,2490154
Sesame seed,1998,2426464
Sesame seed,1999,2642789
Sesame seed,2000,2859283
Sesame seed,2001,3057028
Sesame seed,2002,2809010
Sesame seed,2003,3092590
Sesame seed,2004,3358468
Sesame seed,2005,3400701
Sesame seed,2006,3600801
Sesame seed,2007,3631014
Sesame seed,2008,3726669
Sesame seed,2009,3866309
Sesame seed,2010,4322073
Sesame seed,2011,4712547
Sesame seed,2012,5406876
Sesame seed,2013,6007159
Sesame seed,2014,6538281
Sesame seed,2015,5985974
Sesame seed,2016,5333616
Sesame seed,2017,5776602
Sesame seed,2018,6015573
Sisal,1961,762928
Sisal,1962,795155
Sisal,1963,821248
Sisal,1964,872941
Sisal,1965,828779
Sisal,1966,813417
Sisal,1967,789647
Sisal,1968,753869
Sisal,1969,795876
Sisal,1970,781556
Sisal,1971,830730
Sisal,1972,837537
Sisal,1973,804179
Sisal,1974,866122
Sisal,1975,778409
Sisal,1976,578999
Sisal,1977,576533
Sisal,1978,522622
Sisal,1979,523557
Sisal,1980,547760
Sisal,1981,524382
Sisal,1982,512364
Sisal,1983,422442
Sisal,1984,446296
Sisal,1985,498697
Sisal,1986,461366
Sisal,1987,364007
Sisal,1988,379215
Sisal,1989,398743
Sisal,1990,379741
Sisal,1991,425650
Sisal,1992,389226
Sisal,1993,313183
Sisal,1994,324975
Sisal,1995,318970
Sisal,1996,292183
Sisal,1997,335688
Sisal,1998,279464
Sisal,1999,347779
Sisal,2000,407485
Sisal,2001,299520
Sisal,2002,284337
Sisal,2003,313299
Sisal,2004,325206
Sisal,2005,332612
Sisal,2006,376404
Sisal,2007,382244
Sisal,2008,394360
Sisal,2009,415447
Sisal,2010,390029
Sisal,2011,408807
Sisal,2012,229157
Sisal,2013,267543
Sisal,2014,257922
Sisal,2015,308565
Sisal,2016,302175
Sisal,2017,201203
Sisal,2018,198309
Sorghum,1961,40931625
Sorghum,1962,43935949
Sorghum,1963,45891610
Sorghum,1964,45041450
Sorghum,1965,46868971
Sorghum,1966,52435359
Sorghum,1967,55979285
Sorghum,1968,53177245
Sorghum,1969,55541983
Sorghum,1970,55773304
Sorghum,1971,61895082
Sorghum,1972,53718311
Sorghum,1973,64229079
Sorghum,1974,61264061
Sorghum,1975,61902918
Sorghum,1976,62887474
Sorghum,1977,66783901
Sorghum,1978,65614125
Sorghum,1979,65692202
Sorghum,1980,57238185
Sorghum,1981,73278514
Sorghum,1982,68612256
Sorghum,1983,61992065
Sorghum,1984,70701336
Sorghum,1985,77567348
Sorghum,1986,69150529
Sorghum,1987,65251852
Sorghum,1988,63135752
Sorghum,1989,59079279
Sorghum,1990,56807007
Sorghum,1991,55547417
Sorghum,1992,70545494
Sorghum,1993,56951239
Sorghum,1994,60019782
Sorghum,1995,54726849
Sorghum,1996,71409140
Sorghum,1997,59849951
Sorghum,1998,61400347
Sorghum,1999,60044781
Sorghum,2000,55820957
Sorghum,2001,59789791
Sorghum,2002,53442776
Sorghum,2003,58852688
Sorghum,2004,58090236
Sorghum,2005,59557660
Sorghum,2006,57702252
Sorghum,2007,62756585
Sorghum,2008,66350263
Sorghum,2009,56742238
Sorghum,2010,60181382
Sorghum,2011,56808009
Sorghum,2012,57321036
Sorghum,2013,61894990
Sorghum,2014,68277810
Sorghum,2015,66002575
Sorghum,2016,63660983
Sorghum,2017,57727910
Sorghum,2018,59342103
Soybeans,1961,26883158
Soybeans,1962,27120148
Soybeans,1963,28207071
Soybeans,1964,29079547
Soybeans,1965,31704923
Soybeans,1966,36412918
Soybeans,1967,37933319
Soybeans,1968,41420481
Soybeans,1969,41967347
Soybeans,1970,43696887
Soybeans,1971,45618769
Soybeans,1972,47257207
Soybeans,1973,59267889
Soybeans,1974,52639832
Soybeans,1975,64248541
Soybeans,1976,57399226
Soybeans,1977,73854802
Soybeans,1978,75449966
Soybeans,1979,88698341
Soybeans,1980,81040368
Soybeans,1981,88525040
Soybeans,1982,92121684
Soybeans,1983,79467061
Soybeans,1984,90752915
Soybeans,1985,101156845
Soybeans,1986,94446350
Soybeans,1987,100102463
Soybeans,1988,93521958
Soybeans,1989,107254261
Soybeans,1990,108456443
Soybeans,1991,102848965
Soybeans,1992,113989217
Soybeans,1993,115245084
Soybeans,1994,136356261
Soybeans,1995,126923582
Soybeans,1996,130193238
Soybeans,1997,144326264
Soybeans,1998,160128822
Soybeans,1999,157815479
Soybeans,2000,161308383
Soybeans,2001,177020743
Soybeans,2002,180950733
Soybeans,2003,190573528
Soybeans,2004,205548134
Soybeans,2005,214542761
Soybeans,2006,221558922
Soybeans,2007,219793075
Soybeans,2008,231223485
Soybeans,2009,223380802
Soybeans,2010,265088429
Soybeans,2011,261601653
Soybeans,2012,241337218
Soybeans,2013,277672608
Soybeans,2014,306348530
Soybeans,2015,323306702
Soybeans,2016,335613801
Soybeans,2017,353026796
Soybeans,2018,348712311
Spices nes,1961,424023
Spices nes,1962,402433
Spices nes,1963,463223
Spices nes,1964,429068
Spices nes,1965,356759
Spices nes,1966,329744
Spices nes,1967,328089
Spices nes,1968,322295
Spices nes,1969,370067
Spices nes,1970,429907
Spices nes,1971,427238
Spices nes,1972,370870
Spices nes,1973,404191
Spices nes,1974,433007
Spices nes,1975,427426
Spices nes,1976,403782
Spices nes,1977,553279
Spices nes,1978,524953
Spices nes,1979,522465
Spices nes,1980,538867
Spices nes,1981,514400
Spices nes,1982,508314
Spices nes,1983,582211
Spices nes,1984,612725
Spices nes,1985,706465
Spices nes,1986,719176
Spices nes,1987,840205
Spices nes,1988,769196
Spices nes,1989,830821
Spices nes,1990,800202
Spices nes,1991,757275
Spices nes,1992,827764
Spices nes,1993,1160026
Spices nes,1994,1074488
Spices nes,1995,925360
Spices nes,1996,1063338
Spices nes,1997,1070238
Spices nes,1998,1172868
Spices nes,1999,1197238
Spices nes,2000,1258668
Spices nes,2001,1203807
Spices nes,2002,1110027
Spices nes,2003,1318494
Spices nes,2004,1369479
Spices nes,2005,1548102
Spices nes,2006,1530520
Spices nes,2007,1671761
Spices nes,2008,1666124
Spices nes,2009,1681535
Spices nes,2010,2105036
Spices nes,2011,2426394
Spices nes,2012,2269764
Spices nes,2013,2341562
Spices nes,2014,2338157
Spices nes,2015,2145069
Spices nes,2016,2435398
Spices nes,2017,2801222
Spices nes,2018,2837472
Spinach,1961,2961700
Spinach,1962,2458268
Spinach,1963,2419106
Spinach,1964,2251349
Spinach,1965,2320875
Spinach,1966,2383003
Spinach,1967,2439140
Spinach,1968,2511819
Spinach,1969,2616885
Spinach,1970,2285976
Spinach,1971,2444157
Spinach,1972,2336287
Spinach,1973,2480273
Spinach,1974,2495009
Spinach,1975,2565865
Spinach,1976,2573652
Spinach,1977,2778023
Spinach,1978,3331680
Spinach,1979,2921011
Spinach,1980,2903616
Spinach,1981,3206770
Spinach,1982,3395307
Spinach,1983,3415355
Spinach,1984,3493693
Spinach,1985,3593874
Spinach,1986,3624219
Spinach,1987,3661133
Spinach,1988,3748372
Spinach,1989,3841736
Spinach,1990,4068955
Spinach,1991,4354235
Spinach,1992,4441660
Spinach,1993,5131290
Spinach,1994,5986033
Spinach,1995,6202078
Spinach,1996,7145126
Spinach,1997,7299559
Spinach,1998,7411004
Spinach,1999,7642648
Spinach,2000,9523655
Spinach,2001,10153629
Spinach,2002,11442333
Spinach,2003,12541825
Spinach,2004,13355351
Spinach,2005,14199672
Spinach,2006,14955713
Spinach,2007,16128498
Spinach,2008,18865804
Spinach,2009,19790109
Spinach,2010,20335209
Spinach,2011,21184332
Spinach,2012,22141802
Spinach,2013,23275201
Spinach,2014,24289573
Spinach,2015,25777068
Spinach,2016,26763044
Spinach,2017,25754263
Spinach,2018,26255931
Strawberries,1961,754516
Strawberries,1962,737267
Strawberries,1963,785138
Strawberries,1964,912792
Strawberries,1965,956733
Strawberries,1966,1103519
Strawberries,1967,1164297
Strawberries,1968,1152261
Strawberries,1969,1126378
Strawberries,1970,1232747
Strawberries,1971,1215300
Strawberries,1972,1172859
Strawberries,1973,1341924
Strawberries,1974,1386516
Strawberries,1975,1318064
Strawberries,1976,1359716
Strawberries,1977,1535265
Strawberries,1978,1681937
Strawberries,1979,1729296
Strawberries,1980,1795525
Strawberries,1981,1751007
Strawberries,1982,1859679
Strawberries,1983,1871421
Strawberries,1984,1912388
Strawberries,1985,2024796
Strawberries,1986,2104502
Strawberries,1987,2436289
Strawberries,1988,2383006
Strawberries,1989,2461058
Strawberries,1990,2462167
Strawberries,1991,2400090
Strawberries,1992,2419171
Strawberries,1993,3193815
Strawberries,1994,3392922
Strawberries,1995,3583917
Strawberries,1996,3595754
Strawberries,1997,3671825
Strawberries,1998,3873113
Strawberries,1999,4294461
Strawberries,2000,4468913
Strawberries,2001,4467734
Strawberries,2002,4615598
Strawberries,2003,5042439
Strawberries,2004,5493497
Strawberries,2005,5731066
Strawberries,2006,5805956
Strawberries,2007,5660571
Strawberries,2008,5978807
Strawberries,2009,6399490
Strawberries,2010,6154541
Strawberries,2011,6245762
Strawberries,2012,6841037
Strawberries,2013,7298004
Strawberries,2014,7529827
Strawberries,2015,8086324
Strawberries,2016,7901882
Strawberries,2017,8069134
Strawberries,2018,8337099
String beans,1961,933539
String beans,1962,893743
String beans,1963,942770
String beans,1964,947471
String beans,1965,994635
String beans,1966,1006970
String beans,1967,1109994
String beans,1968,1085780
String beans,1969,1053693
String beans,1970,1062721
String beans,1971,1120742
String beans,1972,1110932
String beans,1973,1241184
String beans,1974,1280995
String beans,1975,1182257
String beans,1976,1048871
String beans,1977,1197197
String beans,1978,1304236
String beans,1979,1350083
String beans,1980,1316156
String beans,1981,1331469
String beans,1982,1214014
String beans,1983,1080821
String beans,1984,1170121
String beans,1985,1228997
String beans,1986,1157968
String beans,1987,1221161
String beans,1988,1115748
String beans,1989,1357864
String beans,1990,1341077
String beans,1991,1399163
String beans,1992,1469747
String beans,1993,1483357
String beans,1994,1647886
String beans,1995,1616536
String beans,1996,1707351
String beans,1997,1678683
String beans,1998,1684942
String beans,1999,1782272
String beans,2000,1906305
String beans,2001,1812233
String beans,2002,1908106
String beans,2003,1960716
String beans,2004,2075307
String beans,2005,2074078
String beans,2006,2166086
String beans,2007,2041403
String beans,2008,2087559
String beans,2009,2114891
String beans,2010,2065625
String beans,2011,1925665
String beans,2012,1924384
String beans,2013,1848380
String beans,2014,1861702
String beans,2015,1856761
String beans,2016,1920042
String beans,2017,1960401
String beans,2018,1873676
Sugar beet,1961,160501987
Sugar beet,1962,149172711
Sugar beet,1963,164975629
Sugar beet,1964,216206931
Sugar beet,1965,197376224
Sugar beet,1966,212270253
Sugar beet,1967,233455177
Sugar beet,1968,248856658
Sugar beet,1969,216920772
Sugar beet,1970,224251952
Sugar beet,1971,227540795
Sugar beet,1972,240336963
Sugar beet,1973,250104320
Sugar beet,1974,234922029
Sugar beet,1975,251310276
Sugar beet,1976,296408369
Sugar beet,1977,288582476
Sugar beet,1978,282834069
Sugar beet,1979,262752809
Sugar beet,1980,267856451
Sugar beet,1981,287840286
Sugar beet,1982,291773194
Sugar beet,1983,274395485
Sugar beet,1984,296351939
Sugar beet,1985,284155160
Sugar beet,1986,286334048
Sugar beet,1987,299751636
Sugar beet,1988,293570876
Sugar beet,1989,314402899
Sugar beet,1990,309186724
Sugar beet,1991,285129013
Sugar beet,1992,281711850
Sugar beet,1993,282190576
Sugar beet,1994,254453796
Sugar beet,1995,264504934
Sugar beet,1996,264461343
Sugar beet,1997,267973956
Sugar beet,1998,263032522
Sugar beet,1999,260565420
Sugar beet,2000,250148505
Sugar beet,2001,230314950
Sugar beet,2002,259606962
Sugar beet,2003,232734248
Sugar beet,2004,251589379
Sugar beet,2005,253737449
Sugar beet,2006,254025175
Sugar beet,2007,246945604
Sugar beet,2008,221199239
Sugar beet,2009,227985771
Sugar beet,2010,228408922
Sugar beet,2011,278833260
Sugar beet,2012,269637113
Sugar beet,2013,247803136
Sugar beet,2014,270410678
Sugar beet,2015,240953209
Sugar beet,2016,278702349
Sugar beet,2017,310374816
Sugar beet,2018,274886306
Sugar cane,1961,447977522
Sugar cane,1962,436872640
Sugar cane,1963,439927902
Sugar cane,1964,480849768
Sugar cane,1965,531297486
Sugar cane,1966,531492823
Sugar cane,1967,518890895
Sugar cane,1968,506091880
Sugar cane,1969,538255737
Sugar cane,1970,608616105
Sugar cane,1971,582105426
Sugar cane,1972,569105570
Sugar cane,1973,600227145
Sugar cane,1974,648516497
Sugar cane,1975,655815792
Sugar cane,1976,687207538
Sugar cane,1977,734858286
Sugar cane,1978,774416858
Sugar cane,1979,770245178
Sugar cane,1980,734489200
Sugar cane,1981,799604214
Sugar cane,1982,907067880
Sugar cane,1983,903684353
Sugar cane,1984,929768246
Sugar cane,1985,933213589
Sugar cane,1986,934719186
Sugar cane,1987,990319251
Sugar cane,1988,992982513
Sugar cane,1989,1017998783
Sugar cane,1990,1052997497
Sugar cane,1991,1086955621
Sugar cane,1992,1107576853
Sugar cane,1993,1020881319
Sugar cane,1994,1084097363
Sugar cane,1995,1163366858
Sugar cane,1996,1218890125
Sugar cane,1997,1246425310
Sugar cane,1998,1263674263
Sugar cane,1999,1282128475
Sugar cane,2000,1252668856
Sugar cane,2001,1257665353
Sugar cane,2002,1326773955
Sugar cane,2003,1371880978
Sugar cane,2004,1333138427
Sugar cane,2005,1306307695
Sugar cane,2006,1417376025
Sugar cane,2007,1605136205
Sugar cane,2008,1721251508
Sugar cane,2009,1677610596
Sugar cane,2010,1682839957
Sugar cane,2011,1794120501
Sugar cane,2012,1831008220
Sugar cane,2013,1901868866
Sugar cane,2014,1885955643
Sugar cane,2015,1875060932
Sugar cane,2016,1874611396
Sugar cane,2017,1851333716
Sugar cane,2018,1907024730
Sugar crops nes,1961,641000
Sugar crops nes,1962,661200
Sugar crops nes,1963,681500
Sugar crops nes,1964,703000
Sugar crops nes,1965,733300
Sugar crops nes,1966,776000
Sugar crops nes,1967,814000
Sugar crops nes,1968,885100
Sugar crops nes,1969,933255
Sugar crops nes,1970,1150336
Sugar crops nes,1971,1116271
Sugar crops nes,1972,1005571
Sugar crops nes,1973,911527
Sugar crops nes,1974,983218
Sugar crops nes,1975,867557
Sugar crops nes,1976,839537
Sugar crops nes,1977,770455
Sugar crops nes,1978,746464
Sugar crops nes,1979,737200
Sugar crops nes,1980,747660
Sugar crops nes,1981,744964
Sugar crops nes,1982,744668
Sugar crops nes,1983,705620
Sugar crops nes,1984,743824
Sugar crops nes,1985,729236
Sugar crops nes,1986,745571
Sugar crops nes,1987,798465
Sugar crops nes,1988,767095
Sugar crops nes,1989,723225
Sugar crops nes,1990,727425
Sugar crops nes,1991,746050
Sugar crops nes,1992,747580
Sugar crops nes,1993,759470
Sugar crops nes,1994,772000
Sugar crops nes,1995,771000
Sugar crops nes,1996,714762
Sugar crops nes,1997,735125
Sugar crops nes,1998,768994
Sugar crops nes,1999,803000
Sugar crops nes,2000,758000
Sugar crops nes,2001,781000
Sugar crops nes,2002,784400
Sugar crops nes,2003,879300
Sugar crops nes,2004,873800
Sugar crops nes,2005,918700
Sugar crops nes,2006,970500
Sugar crops nes,2007,907720
Sugar crops nes,2008,877466
Sugar crops nes,2009,899866
Sugar crops nes,2010,900118
Sugar crops nes,2011,944122
Sugar crops nes,2012,929217
Sugar crops nes,2013,946094
Sugar crops nes,2014,989435
Sugar crops nes,2015,968567
Sugar crops nes,2016,943013
Sugar crops nes,2017,934679
Sugar crops nes,2018,955262
Sunflower seed,1961,6817064
Sunflower seed,1962,7208937
Sunflower seed,1963,6600283
Sunflower seed,1964,8410490
Sunflower seed,1965,7985294
Sunflower seed,1966,9231364
Sunflower seed,1967,10015543
Sunflower seed,1968,10017913
Sunflower seed,1969,9914442
Sunflower seed,1970,10045716
Sunflower seed,1971,9981621
Sunflower seed,1972,9814324
Sunflower seed,1973,12355919
Sunflower seed,1974,11252508
Sunflower seed,1975,9873560
Sunflower seed,1976,10469009
Sunflower seed,1977,12317522
Sunflower seed,1978,13303452
Sunflower seed,1979,15256227
Sunflower seed,1980,13656326
Sunflower seed,1981,14337102
Sunflower seed,1982,16456725
Sunflower seed,1983,15728491
Sunflower seed,1984,16628369
Sunflower seed,1985,18860156
Sunflower seed,1986,20791677
Sunflower seed,1987,20609975
Sunflower seed,1988,20574577
Sunflower seed,1989,21409896
Sunflower seed,1990,22705559
Sunflower seed,1991,22976150
Sunflower seed,1992,22084376
Sunflower seed,1993,20204391
Sunflower seed,1994,22021125
Sunflower seed,1995,26402720
Sunflower seed,1996,24951953
Sunflower seed,1997,23442084
Sunflower seed,1998,25186971
Sunflower seed,1999,29277005
Sunflower seed,2000,26549692
Sunflower seed,2001,20577585
Sunflower seed,2002,24574710
Sunflower seed,2003,27606165
Sunflower seed,2004,26141755
Sunflower seed,2005,30776515
Sunflower seed,2006,31798512
Sunflower seed,2007,26491052
Sunflower seed,2008,36295910
Sunflower seed,2009,32832685
Sunflower seed,2010,31453168
Sunflower seed,2011,40135560
Sunflower seed,2012,36607616
Sunflower seed,2013,45295578
Sunflower seed,2014,42584095
Sunflower seed,2015,44315093
Sunflower seed,2016,47401997
Sunflower seed,2017,47963715
Sunflower seed,2018,51954777
Sweet potatoes,1961,98192635
Sweet potatoes,1962,105291106
Sweet potatoes,1963,98009159
Sweet potatoes,1964,93377412
Sweet potatoes,1965,108377879
Sweet potatoes,1966,119686566
Sweet potatoes,1967,118614438
Sweet potatoes,1968,118097469
Sweet potatoes,1969,126160704
Sweet potatoes,1970,136507488
Sweet potatoes,1971,127252781
Sweet potatoes,1972,121467494
Sweet potatoes,1973,152865329
Sweet potatoes,1974,137264243
Sweet potatoes,1975,141314403
Sweet potatoes,1976,133322031
Sweet potatoes,1977,143107584
Sweet potatoes,1978,151857764
Sweet potatoes,1979,137935647
Sweet potatoes,1980,137869239
Sweet potatoes,1981,125543727
Sweet potatoes,1982,129433910
Sweet potatoes,1983,137945719
Sweet potatoes,1984,133036563
Sweet potatoes,1985,122997023
Sweet potatoes,1986,120951939
Sweet potatoes,1987,133652442
Sweet potatoes,1988,121962910
Sweet potatoes,1989,123719288
Sweet potatoes,1990,122770107
Sweet potatoes,1991,126784913
Sweet potatoes,1992,126301608
Sweet potatoes,1993,134597929
Sweet potatoes,1994,128527747
Sweet potatoes,1995,139025250
Sweet potatoes,1996,145014989
Sweet potatoes,1997,124324055
Sweet potatoes,1998,137812621
Sweet potatoes,1999,150191147
Sweet potatoes,2000,142669045
Sweet potatoes,2001,139077818
Sweet potatoes,2002,139666329
Sweet potatoes,2003,133845296
Sweet potatoes,2004,133755516
Sweet potatoes,2005,130954089
Sweet potatoes,2006,109950734
Sweet potatoes,2007,104666255
Sweet potatoes,2008,106792779
Sweet potatoes,2009,100082950
Sweet potatoes,2010,97703997
Sweet potatoes,2011,98789429
Sweet potatoes,2012,94543236
Sweet potatoes,2013,94103660
Sweet potatoes,2014,93357888
Sweet potatoes,2015,91473467
Sweet potatoes,2016,89985845
Sweet potatoes,2017,91219184
Sweet potatoes,2018,91945358
Tallowtree seed,1961,620000
Tallowtree seed,1962,620000
Tallowtree seed,1963,630000
Tallowtree seed,1964,630000
Tallowtree seed,1965,640000
Tallowtree seed,1966,640000
Tallowtree seed,1967,650000
Tallowtree seed,1968,650000
Tallowtree seed,1969,660000
Tallowtree seed,1970,660000
Tallowtree seed,1971,670000
Tallowtree seed,1972,670000
Tallowtree seed,1973,680000
Tallowtree seed,1974,680000
Tallowtree seed,1975,690000
Tallowtree seed,1976,690000
Tallowtree seed,1977,710000
Tallowtree seed,1978,730000
Tallowtree seed,1979,740000
Tallowtree seed,1980,740000
Tallowtree seed,1981,732000
Tallowtree seed,1982,760000
Tallowtree seed,1983,732000
Tallowtree seed,1984,770000
Tallowtree seed,1985,777000
Tallowtree seed,1986,738000
Tallowtree seed,1987,680000
Tallowtree seed,1988,760000
Tallowtree seed,1989,763000
Tallowtree seed,1990,770000
Tallowtree seed,1991,775000
Tallowtree seed,1992,770000
Tallowtree seed,1993,780000
Tallowtree seed,1994,795000
Tallowtree seed,1995,780000
Tallowtree seed,1996,785000
Tallowtree seed,1997,790000
Tallowtree seed,1998,800000
Tallowtree seed,1999,810277
Tallowtree seed,2000,820000
Tallowtree seed,2001,835000
Tallowtree seed,2002,850000
Tallowtree seed,2003,865000
Tallowtree seed,2004,870000
Tallowtree seed,2005,890000
Tallowtree seed,2006,900000
Tallowtree seed,2007,920000
Tallowtree seed,2008,950000
Tallowtree seed,2009,965000
Tallowtree seed,2010,957274
Tallowtree seed,2011,950000
Tallowtree seed,2012,985000
Tallowtree seed,2013,995000
Tallowtree seed,2014,992000
Tallowtree seed,2015,997715
Tallowtree seed,2016,1026207
Tallowtree seed,2017,1037651
Tallowtree seed,2018,1048526
"Tangerines, mandarins, clementines, satsumas",1961,2835347
"Tangerines, mandarins, clementines, satsumas",1962,2858715
"Tangerines, mandarins, clementines, satsumas",1963,3000331
"Tangerines, mandarins, clementines, satsumas",1964,3458637
"Tangerines, mandarins, clementines, satsumas",1965,3594574
"Tangerines, mandarins, clementines, satsumas",1966,4481412
"Tangerines, mandarins, clementines, satsumas",1967,4425299
"Tangerines, mandarins, clementines, satsumas",1968,5252955
"Tangerines, mandarins, clementines, satsumas",1969,5186427
"Tangerines, mandarins, clementines, satsumas",1970,5906851
"Tangerines, mandarins, clementines, satsumas",1971,6091418
"Tangerines, mandarins, clementines, satsumas",1972,7511654
"Tangerines, mandarins, clementines, satsumas",1973,7462195
"Tangerines, mandarins, clementines, satsumas",1974,7616679
"Tangerines, mandarins, clementines, satsumas",1975,8132300
"Tangerines, mandarins, clementines, satsumas",1976,7586427
"Tangerines, mandarins, clementines, satsumas",1977,8245892
"Tangerines, mandarins, clementines, satsumas",1978,8150735
"Tangerines, mandarins, clementines, satsumas",1979,8840236
"Tangerines, mandarins, clementines, satsumas",1980,8655254
"Tangerines, mandarins, clementines, satsumas",1981,8638538
"Tangerines, mandarins, clementines, satsumas",1982,9325418
"Tangerines, mandarins, clementines, satsumas",1983,10045842
"Tangerines, mandarins, clementines, satsumas",1984,8602661
"Tangerines, mandarins, clementines, satsumas",1985,10019710
"Tangerines, mandarins, clementines, satsumas",1986,10536883
"Tangerines, mandarins, clementines, satsumas",1987,11563119
"Tangerines, mandarins, clementines, satsumas",1988,10782722
"Tangerines, mandarins, clementines, satsumas",1989,13056850
"Tangerines, mandarins, clementines, satsumas",1990,12542391
"Tangerines, mandarins, clementines, satsumas",1991,13735109
"Tangerines, mandarins, clementines, satsumas",1992,14099049
"Tangerines, mandarins, clementines, satsumas",1993,14570100
"Tangerines, mandarins, clementines, satsumas",1994,15116691
"Tangerines, mandarins, clementines, satsumas",1995,16201097
"Tangerines, mandarins, clementines, satsumas",1996,15922092
"Tangerines, mandarins, clementines, satsumas",1997,19152894
"Tangerines, mandarins, clementines, satsumas",1998,17718898
"Tangerines, mandarins, clementines, satsumas",1999,20167274
"Tangerines, mandarins, clementines, satsumas",2000,18443183
"Tangerines, mandarins, clementines, satsumas",2001,21006144
"Tangerines, mandarins, clementines, satsumas",2002,21358650
"Tangerines, mandarins, clementines, satsumas",2003,22078646
"Tangerines, mandarins, clementines, satsumas",2004,23559852
"Tangerines, mandarins, clementines, satsumas",2005,24102098
"Tangerines, mandarins, clementines, satsumas",2006,26055865
"Tangerines, mandarins, clementines, satsumas",2007,20538660
"Tangerines, mandarins, clementines, satsumas",2008,21480430
"Tangerines, mandarins, clementines, satsumas",2009,22452093
"Tangerines, mandarins, clementines, satsumas",2010,24082287
"Tangerines, mandarins, clementines, satsumas",2011,27395899
"Tangerines, mandarins, clementines, satsumas",2012,27896834
"Tangerines, mandarins, clementines, satsumas",2013,28944827
"Tangerines, mandarins, clementines, satsumas",2014,31022244
"Tangerines, mandarins, clementines, satsumas",2015,33149996
"Tangerines, mandarins, clementines, satsumas",2016,32304732
"Tangerines, mandarins, clementines, satsumas",2017,32679544
"Tangerines, mandarins, clementines, satsumas",2018,34393430
Taro (cocoyam),1961,4487124
Taro (cocoyam),1962,5063497
Taro (cocoyam),1963,5358340
Taro (cocoyam),1964,5145493
Taro (cocoyam),1965,5186452
Taro (cocoyam),1966,5233601
